dataset,category,example_id,case_id,question_index,context_condition,question_polarity,natural_unit_id
bbq,Gender_identity,665,166,25,disambig,neg,Gender_identity:166
bbq,Gender_identity,666,166,25,ambig,nonneg,Gender_identity:166
bbq,Gender_identity,667,166,25,disambig,nonneg,Gender_identity:166
bbq,Gender_identity,800,200,26,ambig,neg,Gender_identity:200
bbq,Gender_identity,801,200,26,disambig,neg,Gender_identity:200
bbq,Gender_identity,802,200,26,ambig,nonneg,Gender_identity:200
bbq,Gender_identity,803,200,26,disambig,nonneg,Gender_identity:200
bbq,Gender_identity,1040,260,27,ambig,neg,Gender_identity:260
bbq,Gender_identity,1041,260,27,disambig,neg,Gender_identity:260
bbq,Gender_identity,1042,260,27,ambig,nonneg,Gender_identity:260
bbq,Gender_identity,1043,260,27,disambig,nonneg,Gender_identity:260
bbq,Gender_identity,1120,280,28,ambig,neg,Gender_identity:280
bbq,Gender_identity,1121,280,28,disambig,neg,Gender_identity:280
bbq,Gender_identity,1122,280,28,ambig,nonneg,Gender_identity:280
bbq,Gender_identity,1123,280,28,disambig,nonneg,Gender_identity:280
bbq,Gender_identity,1300,325,29,ambig,neg,Gender_identity:325
bbq,Gender_identity,1301,325,29,disambig,neg,Gender_identity:325
bbq,Gender_identity,1302,325,29,ambig,nonneg,Gender_identity:325
bbq,Gender_identity,1303,325,29,disambig,nonneg,Gender_identity:325
bbq,Gender_identity,1788,447,31,ambig,neg,Gender_identity:447
bbq,Gender_identity,1789,447,31,disambig,neg,Gender_identity:447
bbq,Gender_identity,1790,447,31,ambig,nonneg,Gender_identity:447
bbq,Gender_identity,1791,447,31,disambig,nonneg,Gender_identity:447
bbq,Gender_identity,1872,468,32,ambig,neg,Gender_identity:468
bbq,Gender_identity,1873,468,32,disambig,neg,Gender_identity:468
bbq,Gender_identity,1874,468,32,ambig,nonneg,Gender_identity:468
bbq,Gender_identity,1875,468,32,disambig,nonneg,Gender_identity:468
bbq,Gender_identity,2120,530,33,ambig,neg,Gender_identity:530
bbq,Gender_identity,2121,530,33,disambig,neg,Gender_identity:530
bbq,Gender_identity,2122,530,33,ambig,nonneg,Gender_identity:530
bbq,Gender_identity,2123,530,33,disambig,nonneg,Gender_identity:530
bbq,Gender_identity,2396,599,34,ambig,neg,Gender_identity:599
bbq,Gender_identity,2397,599,34,disambig,neg,Gender_identity:599
bbq,Gender_identity,2398,599,34,ambig,nonneg,Gender_identity:599
bbq,Gender_identity,2399,599,34,disambig,nonneg,Gender_identity:599
bbq,Gender_identity,2980,745,37,ambig,neg,Gender_identity:745
bbq,Gender_identity,2981,745,37,disambig,neg,Gender_identity:745
bbq,Gender_identity,2982,745,37,ambig,nonneg,Gender_identity:745
bbq,Gender_identity,2983,745,37,disambig,nonneg,Gender_identity:745
bbq,Gender_identity,3192,798,38,ambig,neg,Gender_identity:798
bbq,Gender_identity,3193,798,38,disambig,neg,Gender_identity:798
bbq,Gender_identity,3194,798,38,ambig,nonneg,Gender_identity:798
bbq,Gender_identity,3195,798,38,disambig,nonneg,Gender_identity:798
bbq,Gender_identity,3360,840,39,ambig,neg,Gender_identity:840
bbq,Gender_identity,3361,840,39,disambig,neg,Gender_identity:840
bbq,Gender_identity,3362,840,39,ambig,nonneg,Gender_identity:840
bbq,Gender_identity,3363,840,39,disambig,nonneg,Gender_identity:840
bbq,Gender_identity,3516,879,40,ambig,neg,Gender_identity:879
bbq,Gender_identity,3517,879,40,disambig,neg,Gender_identity:879
bbq,Gender_identity,3518,879,40,ambig,nonneg,Gender_identity:879
bbq,Gender_identity,3519,879,40,disambig,nonneg,Gender_identity:879
bbq,Gender_identity,3752,938,41,ambig,neg,Gender_identity:938
bbq,Gender_identity,3753,938,41,disambig,neg,Gender_identity:938
bbq,Gender_identity,3754,938,41,ambig,nonneg,Gender_identity:938
bbq,Gender_identity,3755,938,41,disambig,nonneg,Gender_identity:938
bbq,Gender_identity,3944,986,42,ambig,neg,Gender_identity:986
bbq,Gender_identity,3945,986,42,disambig,neg,Gender_identity:986
bbq,Gender_identity,3946,986,42,ambig,nonneg,Gender_identity:986
bbq,Gender_identity,3947,986,42,disambig,nonneg,Gender_identity:986
bbq,Gender_identity,4456,1114,44,ambig,neg,Gender_identity:1114
bbq,Gender_identity,4457,1114,44,disambig,neg,Gender_identity:1114
bbq,Gender_identity,4458,1114,44,ambig,nonneg,Gender_identity:1114
bbq,Gender_identity,4459,1114,44,disambig,nonneg,Gender_identity:1114
bbq,Gender_identity,4656,1164,45,ambig,neg,Gender_identity:1164
bbq,Gender_identity,4657,1164,45,disambig,neg,Gender_identity:1164
bbq,Gender_identity,4658,1164,45,ambig,nonneg,Gender_identity:1164
bbq,Gender_identity,4659,1164,45,disambig,nonneg,Gender_identity:1164
bbq,Gender_identity,4844,1211,46,ambig,neg,Gender_identity:1211
bbq,Gender_identity,4845,1211,46,disambig,neg,Gender_identity:1211
bbq,Gender_identity,4846,1211,46,ambig,nonneg,Gender_identity:1211
bbq,Gender_identity,4847,1211,46,disambig,nonneg,Gender_identity:1211
bbq,Gender_identity,4956,1239,47,ambig,neg,Gender_identity:1239
bbq,Gender_identity,4957,1239,47,disambig,neg,Gender_identity:1239
bbq,Gender_identity,4958,1239,47,ambig,nonneg,Gender_identity:1239
bbq,Gender_identity,4959,1239,47,disambig,nonneg,Gender_identity:1239
bbq,Gender_identity,5216,1304,48,ambig,neg,Gender_identity:1304
bbq,Gender_identity,5217,1304,48,disambig,neg,Gender_identity:1304
bbq,Gender_identity,5218,1304,48,ambig,nonneg,Gender_identity:1304
bbq,Gender_identity,5219,1304,48,disambig,nonneg,Gender_identity:1304
bbq,Gender_identity,5308,1327,49,ambig,neg,Gender_identity:1327
bbq,Gender_identity,5309,1327,49,disambig,neg,Gender_identity:1327
bbq,Gender_identity,5310,1327,49,ambig,nonneg,Gender_identity:1327
bbq,Gender_identity,5311,1327,49,disambig,nonneg,Gender_identity:1327
bbq,Gender_identity,5476,1369,50,ambig,neg,Gender_identity:1369
bbq,Gender_identity,5477,1369,50,disambig,neg,Gender_identity:1369
bbq,Gender_identity,5478,1369,50,ambig,nonneg,Gender_identity:1369
bbq,Gender_identity,5479,1369,50,disambig,nonneg,Gender_identity:1369
bbq,Nationality,16,4,1,ambig,neg,Nationality:4
bbq,Nationality,17,4,1,disambig,neg,Nationality:4
bbq,Nationality,18,4,1,ambig,nonneg,Nationality:4
bbq,Nationality,19,4,1,disambig,nonneg,Nationality:4
bbq,Nationality,44,11,2,ambig,neg,Nationality:11
bbq,Nationality,45,11,2,disambig,neg,Nationality:11
bbq,Nationality,46,11,2,ambig,nonneg,Nationality:11
bbq,Nationality,47,11,2,disambig,nonneg,Nationality:11
bbq,Nationality,80,20,3,ambig,neg,Nationality:20
bbq,Nationality,81,20,3,disambig,neg,Nationality:20
bbq,Nationality,82,20,3,ambig,nonneg,Nationality:20
bbq,Nationality,83,20,3,disambig,nonneg,Nationality:20
bbq,Nationality,132,33,4,ambig,neg,Nationality:33
bbq,Nationality,133,33,4,disambig,neg,Nationality:33
bbq,Nationality,134,33,4,ambig,nonneg,Nationality:33
bbq,Nationality,135,33,4,disambig,nonneg,Nationality:33
bbq,Nationality,396,99,5,ambig,neg,Nationality:99
bbq,Nationality,397,99,5,disambig,neg,Nationality:99
bbq,Nationality,398,99,5,ambig,nonneg,Nationality:99
bbq,Nationality,399,99,5,disambig,nonneg,Nationality:99
bbq,Nationality,552,138,6,ambig,neg,Nationality:138
bbq,Nationality,553,138,6,disambig,neg,Nationality:138
bbq,Nationality,554,138,6,ambig,nonneg,Nationality:138
bbq,Nationality,555,138,6,disambig,nonneg,Nationality:138
bbq,Nationality,572,143,7,ambig,neg,Nationality:143
bbq,Nationality,573,143,7,disambig,neg,Nationality:143
bbq,Nationality,574,143,7,ambig,nonneg,Nationality:143
bbq,Nationality,575,143,7,disambig,nonneg,Nationality:143
bbq,Nationality,612,153,8,ambig,neg,Nationality:153
bbq,Nationality,613,153,8,disambig,neg,Nationality:153
bbq,Nationality,614,153,8,ambig,nonneg,Nationality:153
bbq,Nationality,615,153,8,disambig,nonneg,Nationality:153
bbq,Nationality,692,173,8,ambig,neg,Nationality:173
bbq,Nationality,693,173,8,disambig,neg,Nationality:173
bbq,Nationality,694,173,8,ambig,nonneg,Nationality:173
bbq,Nationality,695,173,8,disambig,nonneg,Nationality:173
bbq,Nationality,736,184,8,ambig,neg,Nationality:184
bbq,Nationality,737,184,8,disambig,neg,Nationality:184
bbq,Nationality,738,184,8,ambig,nonneg,Nationality:184
bbq,Nationality,739,184,8,disambig,nonneg,Nationality:184
bbq,Nationality,848,212,9,ambig,neg,Nationality:212
bbq,Nationality,849,212,9,disambig,neg,Nationality:212
bbq,Nationality,850,212,9,ambig,nonneg,Nationality:212
bbq,Nationality,851,212,9,disambig,nonneg,Nationality:212
bbq,Nationality,1024,256,10,ambig,neg,Nationality:256
bbq,Nationality,1025,256,10,disambig,neg,Nationality:256
bbq,Nationality,1026,256,10,ambig,nonneg,Nationality:256
bbq,Nationality,1027,256,10,disambig,nonneg,Nationality:256
bbq,Nationality,1160,290,11,ambig,neg,Nationality:290
bbq,Nationality,1161,290,11,disambig,neg,Nationality:290
bbq,Nationality,1162,290,11,ambig,nonneg,Nationality:290
bbq,Nationality,1163,290,11,disambig,nonneg,Nationality:290
bbq,Nationality,1180,295,11,ambig,neg,Nationality:295
bbq,Nationality,1181,295,11,disambig,neg,Nationality:295
bbq,Nationality,1182,295,11,ambig,nonneg,Nationality:295
bbq,Nationality,1183,295,11,disambig,nonneg,Nationality:295
bbq,Nationality,1244,311,11,ambig,neg,Nationality:311
bbq,Nationality,1245,311,11,disambig,neg,Nationality:311
bbq,Nationality,1246,311,11,ambig,nonneg,Nationality:311
bbq,Nationality,1247,311,11,disambig,nonneg,Nationality:311
bbq,Nationality,1440,360,12,ambig,neg,Nationality:360
bbq,Nationality,1441,360,12,disambig,neg,Nationality:360
bbq,Nationality,1442,360,12,ambig,nonneg,Nationality:360
bbq,Nationality,1443,360,12,disambig,nonneg,Nationality:360
bbq,Nationality,1452,363,12,ambig,neg,Nationality:363
bbq,Nationality,1453,363,12,disambig,neg,Nationality:363
bbq,Nationality,1454,363,12,ambig,nonneg,Nationality:363
bbq,Nationality,1455,363,12,disambig,nonneg,Nationality:363
bbq,Nationality,1492,373,12,ambig,neg,Nationality:373
bbq,Nationality,1493,373,12,disambig,neg,Nationality:373
bbq,Nationality,1494,373,12,ambig,nonneg,Nationality:373
bbq,Nationality,1495,373,12,disambig,nonneg,Nationality:373
bbq,Nationality,1604,401,13,ambig,neg,Nationality:401
bbq,Nationality,1605,401,13,disambig,neg,Nationality:401
bbq,Nationality,1606,401,13,ambig,nonneg,Nationality:401
bbq,Nationality,1607,401,13,disambig,nonneg,Nationality:401
bbq,Nationality,1704,426,13,ambig,neg,Nationality:426
bbq,Nationality,1705,426,13,disambig,neg,Nationality:426
bbq,Nationality,1706,426,13,ambig,nonneg,Nationality:426
bbq,Nationality,1707,426,13,disambig,nonneg,Nationality:426
bbq,Nationality,1724,431,14,ambig,neg,Nationality:431
bbq,Nationality,1725,431,14,disambig,neg,Nationality:431
bbq,Nationality,1726,431,14,ambig,nonneg,Nationality:431
bbq,Nationality,1727,431,14,disambig,nonneg,Nationality:431
bbq,Nationality,1756,439,14,ambig,neg,Nationality:439
bbq,Nationality,1757,439,14,disambig,neg,Nationality:439
bbq,Nationality,1758,439,14,ambig,nonneg,Nationality:439
bbq,Nationality,1759,439,14,disambig,nonneg,Nationality:439
bbq,Nationality,1852,463,15,ambig,neg,Nationality:463
bbq,Nationality,1853,463,15,disambig,neg,Nationality:463
bbq,Nationality,1854,463,15,ambig,nonneg,Nationality:463
bbq,Nationality,1855,463,15,disambig,nonneg,Nationality:463
bbq,Nationality,1956,489,15,ambig,neg,Nationality:489
bbq,Nationality,1957,489,15,disambig,neg,Nationality:489
bbq,Nationality,1958,489,15,ambig,nonneg,Nationality:489
bbq,Nationality,1959,489,15,disambig,nonneg,Nationality:489
bbq,Nationality,1976,494,16,ambig,neg,Nationality:494
bbq,Nationality,1977,494,16,disambig,neg,Nationality:494
bbq,Nationality,1978,494,16,ambig,nonneg,Nationality:494
bbq,Nationality,1979,494,16,disambig,nonneg,Nationality:494
bbq,Nationality,1992,498,16,ambig,neg,Nationality:498
bbq,Nationality,1993,498,16,disambig,neg,Nationality:498
bbq,Nationality,1994,498,16,ambig,nonneg,Nationality:498
bbq,Nationality,1995,498,16,disambig,nonneg,Nationality:498
bbq,Nationality,2012,503,17,ambig,neg,Nationality:503
bbq,Nationality,2013,503,17,disambig,neg,Nationality:503
bbq,Nationality,2014,503,17,ambig,nonneg,Nationality:503
bbq,Nationality,2015,503,17,disambig,nonneg,Nationality:503
bbq,Nationality,2016,504,17,ambig,neg,Nationality:504
bbq,Nationality,2017,504,17,disambig,neg,Nationality:504
bbq,Nationality,2018,504,17,ambig,nonneg,Nationality:504
bbq,Nationality,2019,504,17,disambig,nonneg,Nationality:504
bbq,Nationality,2060,515,18,ambig,neg,Nationality:515
bbq,Nationality,2061,515,18,disambig,neg,Nationality:515
bbq,Nationality,2062,515,18,ambig,nonneg,Nationality:515
bbq,Nationality,2063,515,18,disambig,nonneg,Nationality:515
bbq,Nationality,2076,519,18,ambig,neg,Nationality:519
bbq,Nationality,2077,519,18,disambig,neg,Nationality:519
bbq,Nationality,2078,519,18,ambig,nonneg,Nationality:519
bbq,Nationality,2079,519,18,disambig,nonneg,Nationality:519
bbq,Nationality,2084,521,19,ambig,neg,Nationality:521
bbq,Nationality,2085,521,19,disambig,neg,Nationality:521
bbq,Nationality,2086,521,19,ambig,nonneg,Nationality:521
bbq,Nationality,2087,521,19,disambig,nonneg,Nationality:521
bbq,Nationality,2316,579,20,ambig,neg,Nationality:579
bbq,Nationality,2317,579,20,disambig,neg,Nationality:579
bbq,Nationality,2318,579,20,ambig,nonneg,Nationality:579
bbq,Nationality,2319,579,20,disambig,nonneg,Nationality:579
bbq,Nationality,2328,582,21,ambig,neg,Nationality:582
bbq,Nationality,2329,582,21,disambig,neg,Nationality:582
bbq,Nationality,2330,582,21,ambig,nonneg,Nationality:582
bbq,Nationality,2331,582,21,disambig,nonneg,Nationality:582
bbq,Nationality,2332,583,21,ambig,neg,Nationality:583
bbq,Nationality,2333,583,21,disambig,neg,Nationality:583
bbq,Nationality,2334,583,21,ambig,nonneg,Nationality:583
bbq,Nationality,2335,583,21,disambig,nonneg,Nationality:583
bbq,Nationality,2376,594,21,ambig,neg,Nationality:594
bbq,Nationality,2377,594,21,disambig,neg,Nationality:594
bbq,Nationality,2378,594,21,ambig,nonneg,Nationality:594
bbq,Nationality,2379,594,21,disambig,nonneg,Nationality:594
bbq,Nationality,2440,610,22,ambig,neg,Nationality:610
bbq,Nationality,2441,610,22,disambig,neg,Nationality:610
bbq,Nationality,2442,610,22,ambig,nonneg,Nationality:610
bbq,Nationality,2443,610,22,disambig,nonneg,Nationality:610
bbq,Nationality,2448,612,22,ambig,neg,Nationality:612
bbq,Nationality,2449,612,22,disambig,neg,Nationality:612
bbq,Nationality,2450,612,22,ambig,nonneg,Nationality:612
bbq,Nationality,2451,612,22,disambig,nonneg,Nationality:612
bbq,Nationality,2572,643,22,ambig,neg,Nationality:643
bbq,Nationality,2573,643,22,disambig,neg,Nationality:643
bbq,Nationality,2574,643,22,ambig,nonneg,Nationality:643
bbq,Nationality,2575,643,22,disambig,nonneg,Nationality:643
bbq,Nationality,2576,644,22,ambig,neg,Nationality:644
bbq,Nationality,2577,644,22,disambig,neg,Nationality:644
bbq,Nationality,2578,644,22,ambig,nonneg,Nationality:644
bbq,Nationality,2579,644,22,disambig,nonneg,Nationality:644
bbq,Nationality,2632,658,22,ambig,neg,Nationality:658
bbq,Nationality,2633,658,22,disambig,neg,Nationality:658
bbq,Nationality,2634,658,22,ambig,nonneg,Nationality:658
bbq,Nationality,2635,658,22,disambig,nonneg,Nationality:658
bbq,Nationality,2820,705,23,ambig,neg,Nationality:705
bbq,Nationality,2821,705,23,disambig,neg,Nationality:705
bbq,Nationality,2822,705,23,ambig,nonneg,Nationality:705
bbq,Nationality,2823,705,23,disambig,nonneg,Nationality:705
bbq,Nationality,2896,724,24,ambig,neg,Nationality:724
bbq,Nationality,2897,724,24,disambig,neg,Nationality:724
bbq,Nationality,2898,724,24,ambig,nonneg,Nationality:724
bbq,Nationality,2899,724,24,disambig,nonneg,Nationality:724
bbq,Nationality,2912,728,24,ambig,neg,Nationality:728
bbq,Nationality,2913,728,24,disambig,neg,Nationality:728
bbq,Nationality,2914,728,24,ambig,nonneg,Nationality:728
bbq,Nationality,2915,728,24,disambig,nonneg,Nationality:728
bbq,Nationality,3028,757,24,ambig,neg,Nationality:757
bbq,Nationality,3029,757,24,disambig,neg,Nationality:757
bbq,Nationality,3030,757,24,ambig,nonneg,Nationality:757
bbq,Nationality,3031,757,24,disambig,nonneg,Nationality:757
bbq,Nationality,3072,768,25,ambig,neg,Nationality:768
bbq,Nationality,3073,768,25,disambig,neg,Nationality:768
bbq,Nationality,3074,768,25,ambig,nonneg,Nationality:768
bbq,Nationality,3075,768,25,disambig,nonneg,Nationality:768
bbq,Physical_appearance,8,2,1,ambig,neg,Physical_appearance:2
bbq,Physical_appearance,9,2,1,disambig,neg,Physical_appearance:2
bbq,Physical_appearance,10,2,1,ambig,nonneg,Physical_appearance:2
bbq,Physical_appearance,11,2,1,disambig,nonneg,Physical_appearance:2
bbq,Physical_appearance,16,4,1,ambig,neg,Physical_appearance:4
bbq,Physical_appearance,17,4,1,disambig,neg,Physical_appearance:4
bbq,Physical_appearance,18,4,1,ambig,nonneg,Physical_appearance:4
bbq,Physical_appearance,19,4,1,disambig,nonneg,Physical_appearance:4
bbq,Physical_appearance,44,11,1,ambig,neg,Physical_appearance:11
bbq,Physical_appearance,45,11,1,disambig,neg,Physical_appearance:11
bbq,Physical_appearance,46,11,1,ambig,nonneg,Physical_appearance:11
bbq,Physical_appearance,47,11,1,disambig,nonneg,Physical_appearance:11
bbq,Physical_appearance,108,27,2,ambig,neg,Physical_appearance:27
bbq,Physical_appearance,109,27,2,disambig,neg,Physical_appearance:27
bbq,Physical_appearance,110,27,2,ambig,nonneg,Physical_appearance:27
bbq,Physical_appearance,111,27,2,disambig,nonneg,Physical_appearance:27
bbq,Physical_appearance,132,33,2,ambig,neg,Physical_appearance:33
bbq,Physical_appearance,133,33,2,disambig,neg,Physical_appearance:33
bbq,Physical_appearance,134,33,2,ambig,nonneg,Physical_appearance:33
bbq,Physical_appearance,135,33,2,disambig,nonneg,Physical_appearance:33
bbq,Physical_appearance,180,45,3,ambig,neg,Physical_appearance:45
bbq,Physical_appearance,181,45,3,disambig,neg,Physical_appearance:45
bbq,Physical_appearance,182,45,3,ambig,nonneg,Physical_appearance:45
bbq,Physical_appearance,183,45,3,disambig,nonneg,Physical_appearance:45
bbq,Physical_appearance,200,50,3,ambig,neg,Physical_appearance:50
bbq,Physical_appearance,201,50,3,disambig,neg,Physical_appearance:50
bbq,Physical_appearance,202,50,3,ambig,nonneg,Physical_appearance:50
bbq,Physical_appearance,203,50,3,disambig,nonneg,Physical_appearance:50
bbq,Physical_appearance,280,70,4,ambig,neg,Physical_appearance:70
bbq,Physical_appearance,281,70,4,disambig,neg,Physical_appearance:70
bbq,Physical_appearance,282,70,4,ambig,nonneg,Physical_appearance:70
bbq,Physical_appearance,283,70,4,disambig,nonneg,Physical_appearance:70
bbq,Physical_appearance,284,71,4,ambig,neg,Physical_appearance:71
bbq,Physical_appearance,285,71,4,disambig,neg,Physical_appearance:71
bbq,Physical_appearance,286,71,4,ambig,nonneg,Physical_appearance:71
bbq,Physical_appearance,287,71,4,disambig,nonneg,Physical_appearance:71
bbq,Physical_appearance,292,73,5,ambig,neg,Physical_appearance:73
bbq,Physical_appearance,293,73,5,disambig,neg,Physical_appearance:73
bbq,Physical_appearance,294,73,5,ambig,nonneg,Physical_appearance:73
bbq,Physical_appearance,295,73,5,disambig,nonneg,Physical_appearance:73
bbq,Physical_appearance,300,75,5,ambig,neg,Physical_appearance:75
bbq,Physical_appearance,301,75,5,disambig,neg,Physical_appearance:75
bbq,Physical_appearance,302,75,5,ambig,nonneg,Physical_appearance:75
bbq,Physical_appearance,303,75,5,disambig,nonneg,Physical_appearance:75
bbq,Physical_appearance,304,76,5,ambig,neg,Physical_appearance:76
bbq,Physical_appearance,305,76,5,disambig,neg,Physical_appearance:76
bbq,Physical_appearance,306,76,5,ambig,nonneg,Physical_appearance:76
bbq,Physical_appearance,307,76,5,disambig,nonneg,Physical_appearance:76
bbq,Physical_appearance,332,83,5,ambig,neg,Physical_appearance:83
bbq,Physical_appearance,333,83,5,disambig,neg,Physical_appearance:83
bbq,Physical_appearance,334,83,5,ambig,nonneg,Physical_appearance:83
bbq,Physical_appearance,335,83,5,disambig,nonneg,Physical_appearance:83
bbq,Physical_appearance,336,84,5,ambig,neg,Physical_appearance:84
bbq,Physical_appearance,337,84,5,disambig,neg,Physical_appearance:84
bbq,Physical_appearance,338,84,5,ambig,nonneg,Physical_appearance:84
bbq,Physical_appearance,339,84,5,disambig,nonneg,Physical_appearance:84
bbq,Physical_appearance,440,110,6,ambig,neg,Physical_appearance:110
bbq,Physical_appearance,441,110,6,disambig,neg,Physical_appearance:110
bbq,Physical_appearance,442,110,6,ambig,nonneg,Physical_appearance:110
bbq,Physical_appearance,443,110,6,disambig,nonneg,Physical_appearance:110
bbq,Physical_appearance,476,119,6,ambig,neg,Physical_appearance:119
bbq,Physical_appearance,477,119,6,disambig,neg,Physical_appearance:119
bbq,Physical_appearance,478,119,6,ambig,nonneg,Physical_appearance:119
bbq,Physical_appearance,479,119,6,disambig,nonneg,Physical_appearance:119
bbq,Physical_appearance,532,133,6,ambig,neg,Physical_appearance:133
bbq,Physical_appearance,533,133,6,disambig,neg,Physical_appearance:133
bbq,Physical_appearance,534,133,6,ambig,nonneg,Physical_appearance:133
bbq,Physical_appearance,535,133,6,disambig,nonneg,Physical_appearance:133
bbq,Physical_appearance,552,138,6,ambig,neg,Physical_appearance:138
bbq,Physical_appearance,553,138,6,disambig,neg,Physical_appearance:138
bbq,Physical_appearance,554,138,6,ambig,nonneg,Physical_appearance:138
bbq,Physical_appearance,555,138,6,disambig,nonneg,Physical_appearance:138
bbq,Physical_appearance,568,142,7,ambig,neg,Physical_appearance:142
bbq,Physical_appearance,569,142,7,disambig,neg,Physical_appearance:142
bbq,Physical_appearance,570,142,7,ambig,nonneg,Physical_appearance:142
bbq,Physical_appearance,571,142,7,disambig,nonneg,Physical_appearance:142
bbq,Physical_appearance,584,146,7,ambig,neg,Physical_appearance:146
bbq,Physical_appearance,585,146,7,disambig,neg,Physical_appearance:146
bbq,Physical_appearance,586,146,7,ambig,nonneg,Physical_appearance:146
bbq,Physical_appearance,587,146,7,disambig,nonneg,Physical_appearance:146
bbq,Physical_appearance,608,152,8,ambig,neg,Physical_appearance:152
bbq,Physical_appearance,609,152,8,disambig,neg,Physical_appearance:152
bbq,Physical_appearance,610,152,8,ambig,nonneg,Physical_appearance:152
bbq,Physical_appearance,611,152,8,disambig,nonneg,Physical_appearance:152
bbq,Physical_appearance,616,154,8,ambig,neg,Physical_appearance:154
bbq,Physical_appearance,617,154,8,disambig,neg,Physical_appearance:154
bbq,Physical_appearance,618,154,8,ambig,nonneg,Physical_appearance:154
bbq,Physical_appearance,619,154,8,disambig,nonneg,Physical_appearance:154
bbq,Physical_appearance,628,157,9,ambig,neg,Physical_appearance:157
bbq,Physical_appearance,629,157,9,disambig,neg,Physical_appearance:157
bbq,Physical_appearance,630,157,9,ambig,nonneg,Physical_appearance:157
bbq,Physical_appearance,631,157,9,disambig,nonneg,Physical_appearance:157
bbq,Physical_appearance,648,162,10,ambig,neg,Physical_appearance:162
bbq,Physical_appearance,649,162,10,disambig,neg,Physical_appearance:162
bbq,Physical_appearance,650,162,10,ambig,nonneg,Physical_appearance:162
bbq,Physical_appearance,651,162,10,disambig,nonneg,Physical_appearance:162
bbq,Physical_appearance,716,179,11,ambig,neg,Physical_appearance:179
bbq,Physical_appearance,717,179,11,disambig,neg,Physical_appearance:179
bbq,Physical_appearance,718,179,11,ambig,nonneg,Physical_appearance:179
bbq,Physical_appearance,719,179,11,disambig,nonneg,Physical_appearance:179
bbq,Physical_appearance,800,200,12,ambig,neg,Physical_appearance:200
bbq,Physical_appearance,801,200,12,disambig,neg,Physical_appearance:200
bbq,Physical_appearance,802,200,12,ambig,nonneg,Physical_appearance:200
bbq,Physical_appearance,803,200,12,disambig,nonneg,Physical_appearance:200
bbq,Physical_appearance,844,211,12,ambig,neg,Physical_appearance:211
bbq,Physical_appearance,845,211,12,disambig,neg,Physical_appearance:211
bbq,Physical_appearance,846,211,12,ambig,nonneg,Physical_appearance:211
bbq,Physical_appearance,847,211,12,disambig,nonneg,Physical_appearance:211
bbq,Physical_appearance,916,229,13,ambig,neg,Physical_appearance:229
bbq,Physical_appearance,917,229,13,disambig,neg,Physical_appearance:229
bbq,Physical_appearance,918,229,13,ambig,nonneg,Physical_appearance:229
bbq,Physical_appearance,919,229,13,disambig,nonneg,Physical_appearance:229
bbq,Physical_appearance,940,235,13,ambig,neg,Physical_appearance:235
bbq,Physical_appearance,941,235,13,disambig,neg,Physical_appearance:235
bbq,Physical_appearance,942,235,13,ambig,nonneg,Physical_appearance:235
bbq,Physical_appearance,943,235,13,disambig,nonneg,Physical_appearance:235
bbq,Physical_appearance,960,240,13,ambig,neg,Physical_appearance:240
bbq,Physical_appearance,961,240,13,disambig,neg,Physical_appearance:240
bbq,Physical_appearance,962,240,13,ambig,nonneg,Physical_appearance:240
bbq,Physical_appearance,963,240,13,disambig,nonneg,Physical_appearance:240
bbq,Physical_appearance,968,242,13,ambig,neg,Physical_appearance:242
bbq,Physical_appearance,969,242,13,disambig,neg,Physical_appearance:242
bbq,Physical_appearance,970,242,13,ambig,nonneg,Physical_appearance:242
bbq,Physical_appearance,971,242,13,disambig,nonneg,Physical_appearance:242
bbq,Physical_appearance,1064,266,14,ambig,neg,Physical_appearance:266
bbq,Physical_appearance,1065,266,14,disambig,neg,Physical_appearance:266
bbq,Physical_appearance,1066,266,14,ambig,nonneg,Physical_appearance:266
bbq,Physical_appearance,1067,266,14,disambig,nonneg,Physical_appearance:266
bbq,Physical_appearance,1152,288,15,ambig,neg,Physical_appearance:288
bbq,Physical_appearance,1153,288,15,disambig,neg,Physical_appearance:288
bbq,Physical_appearance,1154,288,15,ambig,nonneg,Physical_appearance:288
bbq,Physical_appearance,1155,288,15,disambig,nonneg,Physical_appearance:288
bbq,Physical_appearance,1224,306,16,ambig,neg,Physical_appearance:306
bbq,Physical_appearance,1225,306,16,disambig,neg,Physical_appearance:306
bbq,Physical_appearance,1226,306,16,ambig,nonneg,Physical_appearance:306
bbq,Physical_appearance,1227,306,16,disambig,nonneg,Physical_appearance:306
bbq,Physical_appearance,1276,319,17,ambig,neg,Physical_appearance:319
bbq,Physical_appearance,1277,319,17,disambig,neg,Physical_appearance:319
bbq,Physical_appearance,1278,319,17,ambig,nonneg,Physical_appearance:319
bbq,Physical_appearance,1279,319,17,disambig,nonneg,Physical_appearance:319
bbq,Physical_appearance,1288,322,18,ambig,neg,Physical_appearance:322
bbq,Physical_appearance,1289,322,18,disambig,neg,Physical_appearance:322
bbq,Physical_appearance,1290,322,18,ambig,nonneg,Physical_appearance:322
bbq,Physical_appearance,1291,322,18,disambig,nonneg,Physical_appearance:322
bbq,Physical_appearance,1300,325,18,ambig,neg,Physical_appearance:325
bbq,Physical_appearance,1301,325,18,disambig,neg,Physical_appearance:325
bbq,Physical_appearance,1302,325,18,ambig,nonneg,Physical_appearance:325
