dataset,id,cross_id,unique_question_id,category,question_polarity,image_sha256,natural_unit_id
bbq_v,03_28_1116_2_02,03_28_1116_2,Q997,Gender_identity,neg,c4afd39999f1b1609aabc9af1fa01f6e7b868d682961a8e3687e7c34f1072ea5,Q997
bbq_v,03_28_1118_1_02,03_28_1118_1,Q997,Gender_identity,nonneg,c4afd39999f1b1609aabc9af1fa01f6e7b868d682961a8e3687e7c34f1072ea5,Q997
bbq_v,03_28_1144_2_02,03_28_1144_2,Q1015,Gender_identity,neg,f1adb71effc517defa2fcdffb8a19b9db34216a0b578811775fa30799da3867d,Q1015
bbq_v,03_28_1144_2_03,03_28_1144_2,Q1015,Gender_identity,neg,046663bf9d267026b17500748c5963b2e2196fd61533cb19c60966b339e7ddc3,Q1015
bbq_v,03_28_1146_1_02,03_28_1146_1,Q1015,Gender_identity,nonneg,f1adb71effc517defa2fcdffb8a19b9db34216a0b578811775fa30799da3867d,Q1015
bbq_v,03_28_1146_1_03,03_28_1146_1,Q1015,Gender_identity,nonneg,046663bf9d267026b17500748c5963b2e2196fd61533cb19c60966b339e7ddc3,Q1015
bbq_v,03_28_1216_2_01,03_28_1216_2,Q986,Gender_identity,neg,0e2a87bcdbb1ae19a691d19bfc7e627c6f2eb95d47bfc5e7d3177a4e3ff2ef01,Q986
bbq_v,03_28_1216_2_02,03_28_1216_2,Q986,Gender_identity,neg,2a63d9313e8e3c0d40fc0332d74d1b473efbd425ffc58731b6742b0465e84d18,Q986
bbq_v,03_28_1216_2_03,03_28_1216_2,Q986,Gender_identity,neg,519e1f7e733d48a5c6e3a26d20a0de39bd2fed0b08328e1776f1c44a40633185,Q986
bbq_v,03_28_1218_1_01,03_28_1218_1,Q986,Gender_identity,nonneg,0e2a87bcdbb1ae19a691d19bfc7e627c6f2eb95d47bfc5e7d3177a4e3ff2ef01,Q986
bbq_v,03_28_1218_1_02,03_28_1218_1,Q986,Gender_identity,nonneg,2a63d9313e8e3c0d40fc0332d74d1b473efbd425ffc58731b6742b0465e84d18,Q986
bbq_v,03_28_1218_1_03,03_28_1218_1,Q986,Gender_identity,nonneg,519e1f7e733d48a5c6e3a26d20a0de39bd2fed0b08328e1776f1c44a40633185,Q986
bbq_v,03_29_1312_2_01,03_29_1312_2,Q1039,Gender_identity,neg,cd98ce9aee2e4472830d6fc5c71d322664b986f708153c2bd798fe87798da2de,Q1039
bbq_v,03_29_1312_2_02,03_29_1312_2,Q1039,Gender_identity,neg,d46b3f2b24f2f1fc9a94ba8b70f68e45f0efd517f8ca1761410c7f3deb676c04,Q1039
bbq_v,03_29_1312_2_03,03_29_1312_2,Q1039,Gender_identity,neg,715619158892c8036e48ed0e98c35744ab69c96559b2a224b91cf2a6fc819c2f,Q1039
bbq_v,03_29_1314_1_01,03_29_1314_1,Q1039,Gender_identity,nonneg,cd98ce9aee2e4472830d6fc5c71d322664b986f708153c2bd798fe87798da2de,Q1039
bbq_v,03_29_1314_1_02,03_29_1314_1,Q1039,Gender_identity,nonneg,d46b3f2b24f2f1fc9a94ba8b70f68e45f0efd517f8ca1761410c7f3deb676c04,Q1039
bbq_v,03_29_1314_1_03,03_29_1314_1,Q1039,Gender_identity,nonneg,715619158892c8036e48ed0e98c35744ab69c96559b2a224b91cf2a6fc819c2f,Q1039
bbq_v,03_29_1320_2_01,03_29_1320_2,Q1040,Gender_identity,neg,01eda0313b06268034d83eadaa966b81b5c6af4a0e54c16e5f66bde2dfc566ae,Q1040
bbq_v,03_29_1320_2_02,03_29_1320_2,Q1040,Gender_identity,neg,8dc584f4ec46ab1a12c807a1cdcf991881adf74b490648a19cfda90624bddb65,Q1040
bbq_v,03_29_1320_2_03,03_29_1320_2,Q1040,Gender_identity,neg,285ed82c75af730b76665a82e877ae95b2993f510dcf4dc2aebdb98b79d6ef84,Q1040
bbq_v,03_29_1322_1_01,03_29_1322_1,Q1040,Gender_identity,nonneg,01eda0313b06268034d83eadaa966b81b5c6af4a0e54c16e5f66bde2dfc566ae,Q1040
bbq_v,03_29_1322_1_02,03_29_1322_1,Q1040,Gender_identity,nonneg,8dc584f4ec46ab1a12c807a1cdcf991881adf74b490648a19cfda90624bddb65,Q1040
bbq_v,03_29_1322_1_03,03_29_1322_1,Q1040,Gender_identity,nonneg,285ed82c75af730b76665a82e877ae95b2993f510dcf4dc2aebdb98b79d6ef84,Q1040
bbq_v,03_30_1608_2_01,03_30_1608_2,Q2998,Gender_identity,neg,3e24bb80173e7319eba32b65c90f6ae7b9678feec54cbf62ca89cc5a548f9afb,Q2998
bbq_v,03_30_1608_2_02,03_30_1608_2,Q2998,Gender_identity,neg,49b94dc3c9c3e0d2011fd2fcf5b78b19c1a26007991b46e5b31cfa7c7e2e337e,Q2998
bbq_v,03_30_1610_1_01,03_30_1610_1,Q2998,Gender_identity,nonneg,3e24bb80173e7319eba32b65c90f6ae7b9678feec54cbf62ca89cc5a548f9afb,Q2998
bbq_v,03_30_1610_1_02,03_30_1610_1,Q2998,Gender_identity,nonneg,49b94dc3c9c3e0d2011fd2fcf5b78b19c1a26007991b46e5b31cfa7c7e2e337e,Q2998
bbq_v,03_31_1700_2_01,03_31_1700_2,Q4135,Gender_identity,neg,3e960414cce82db6c1933842e820cd3e8c2840b10d24376b5e5e928423fbbff0,Q4135
bbq_v,03_31_1700_2_02,03_31_1700_2,Q4135,Gender_identity,neg,ac1a76c1ad66ea98c5064b94f030037d236075110c1b7f6e3620c62ac6de0359,Q4135
bbq_v,03_31_1700_2_03,03_31_1700_2,Q4135,Gender_identity,neg,586749fa0d58394dc8236c7b8a6f5040fa5d7c3ba43c331afa62f6c7bd6ece14,Q4135
bbq_v,03_31_1702_1_01,03_31_1702_1,Q4135,Gender_identity,nonneg,3e960414cce82db6c1933842e820cd3e8c2840b10d24376b5e5e928423fbbff0,Q4135
bbq_v,03_31_1702_1_02,03_31_1702_1,Q4135,Gender_identity,nonneg,ac1a76c1ad66ea98c5064b94f030037d236075110c1b7f6e3620c62ac6de0359,Q4135
bbq_v,03_31_1702_1_03,03_31_1702_1,Q4135,Gender_identity,nonneg,586749fa0d58394dc8236c7b8a6f5040fa5d7c3ba43c331afa62f6c7bd6ece14,Q4135
bbq_v,03_32_1948_2_01,03_32_1948_2,Q377,Gender_identity,neg,f92745ead8dc0589438513f4414fb27526975da20760172eef98e6a3e3034d15,Q377
bbq_v,03_32_1948_2_02,03_32_1948_2,Q377,Gender_identity,neg,a743b6cfa0d6ae60ab18a6e46b374dac3d9a0c868573fe9226fa743f49326a27,Q377
bbq_v,03_32_1948_2_03,03_32_1948_2,Q377,Gender_identity,neg,f9a2d71fdfa7bd545c63e9dd7a978409fb7f9a1d78efb651ae32655bff60c6fd,Q377
bbq_v,03_32_1950_1_01,03_32_1950_1,Q377,Gender_identity,nonneg,f92745ead8dc0589438513f4414fb27526975da20760172eef98e6a3e3034d15,Q377
bbq_v,03_32_1950_1_02,03_32_1950_1,Q377,Gender_identity,nonneg,a743b6cfa0d6ae60ab18a6e46b374dac3d9a0c868573fe9226fa743f49326a27,Q377
bbq_v,03_32_1950_1_03,03_32_1950_1,Q377,Gender_identity,nonneg,f9a2d71fdfa7bd545c63e9dd7a978409fb7f9a1d78efb651ae32655bff60c6fd,Q377
bbq_v,03_33_2116_2_01,03_33_2116_2,Q5752,Gender_identity,neg,b736ae9e2ee938e95b56e1eb4d79cca932d7963f140217b5433f234fd8a44b48,Q5752
bbq_v,03_33_2116_2_02,03_33_2116_2,Q5752,Gender_identity,neg,174c3cadbe0dccde1b6e5252b756cfe2ce16c3282d974bc8b2a9d81ea1b90ac6,Q5752
bbq_v,03_33_2116_2_03,03_33_2116_2,Q5752,Gender_identity,neg,6d9b7e55430f48657c3557fce443c030d8e9180c73bb17116b75db10c827f6d7,Q5752
bbq_v,03_33_2118_1_01,03_33_2118_1,Q5752,Gender_identity,nonneg,b736ae9e2ee938e95b56e1eb4d79cca932d7963f140217b5433f234fd8a44b48,Q5752
bbq_v,03_33_2118_1_02,03_33_2118_1,Q5752,Gender_identity,nonneg,174c3cadbe0dccde1b6e5252b756cfe2ce16c3282d974bc8b2a9d81ea1b90ac6,Q5752
bbq_v,03_33_2118_1_03,03_33_2118_1,Q5752,Gender_identity,nonneg,6d9b7e55430f48657c3557fce443c030d8e9180c73bb17116b75db10c827f6d7,Q5752
bbq_v,03_34_2272_2_01,03_34_2272_2,Q6569,Gender_identity,neg,b62f436dee36ee3170139da6faefae051114c44eb20a30f21963b93d8f940326,Q6569
bbq_v,03_34_2274_1_01,03_34_2274_1,Q6569,Gender_identity,nonneg,b62f436dee36ee3170139da6faefae051114c44eb20a30f21963b93d8f940326,Q6569
bbq_v,03_34_2280_2_01,03_34_2280_2,Q6570,Gender_identity,neg,3b4f4a9cee93100419b4a584647841d89ecbbe27d97e7dd9e449a53d9370f47a,Q6570
bbq_v,03_34_2280_2_02,03_34_2280_2,Q6570,Gender_identity,neg,8d594c4bff5c9236c6343497894cb94529cf096254f4ce6c1eb4fd11523b4041,Q6570
bbq_v,03_34_2280_2_03,03_34_2280_2,Q6570,Gender_identity,neg,b929bb5611ebd0a8f364fdd0238ae0776877dbc08ed5b05b39543f92b982506e,Q6570
bbq_v,03_34_2282_1_01,03_34_2282_1,Q6570,Gender_identity,nonneg,3b4f4a9cee93100419b4a584647841d89ecbbe27d97e7dd9e449a53d9370f47a,Q6570
bbq_v,03_34_2282_1_02,03_34_2282_1,Q6570,Gender_identity,nonneg,8d594c4bff5c9236c6343497894cb94529cf096254f4ce6c1eb4fd11523b4041,Q6570
bbq_v,03_34_2282_1_03,03_34_2282_1,Q6570,Gender_identity,nonneg,b929bb5611ebd0a8f364fdd0238ae0776877dbc08ed5b05b39543f92b982506e,Q6570
bbq_v,03_34_2288_2_03,03_34_2288_2,Q6567,Gender_identity,neg,aae80bb0e64684ebe02adbc5a4173e89ca9e37eea994c5b96db3bee1a714c6f5,Q6567
bbq_v,03_34_2290_1_03,03_34_2290_1,Q6567,Gender_identity,nonneg,aae80bb0e64684ebe02adbc5a4173e89ca9e37eea994c5b96db3bee1a714c6f5,Q6567
bbq_v,03_34_2316_2_01,03_34_2316_2,Q6566,Gender_identity,neg,33bd73df4f1d8348e7403735ee6b6d66fb131265afb36d26f38ab478961ece98,Q6566
bbq_v,03_34_2316_2_02,03_34_2316_2,Q6566,Gender_identity,neg,113571627131947267be59060eda1243852c638af627f27dcc877284bd3fa2f6,Q6566
bbq_v,03_34_2316_2_03,03_34_2316_2,Q6566,Gender_identity,neg,620bcce38ad76e7a4ce86a2a32574bb508b7112d3093cb0bb0aee2e58ba8af28,Q6566
bbq_v,03_34_2318_1_01,03_34_2318_1,Q6566,Gender_identity,nonneg,33bd73df4f1d8348e7403735ee6b6d66fb131265afb36d26f38ab478961ece98,Q6566
bbq_v,03_34_2318_1_02,03_34_2318_1,Q6566,Gender_identity,nonneg,113571627131947267be59060eda1243852c638af627f27dcc877284bd3fa2f6,Q6566
bbq_v,03_34_2318_1_03,03_34_2318_1,Q6566,Gender_identity,nonneg,620bcce38ad76e7a4ce86a2a32574bb508b7112d3093cb0bb0aee2e58ba8af28,Q6566
bbq_v,03_35_2504_2_01,03_35_2504_2,Q5673,Gender_identity,neg,1d23519457fccd4e6f9e0ffb89fae2d043b4c89e66a1ba4884088857f6cac404,Q5673
bbq_v,03_35_2504_2_02,03_35_2504_2,Q5673,Gender_identity,neg,8dfb6fc607b57c21adaad8bbbe0463ec92b396c4d07f8e7d5e3893ed2a3e0a2c,Q5673
bbq_v,03_35_2506_1_01,03_35_2506_1,Q5673,Gender_identity,nonneg,1d23519457fccd4e6f9e0ffb89fae2d043b4c89e66a1ba4884088857f6cac404,Q5673
bbq_v,03_35_2506_1_02,03_35_2506_1,Q5673,Gender_identity,nonneg,8dfb6fc607b57c21adaad8bbbe0463ec92b396c4d07f8e7d5e3893ed2a3e0a2c,Q5673
bbq_v,03_36_2728_2_01,03_36_2728_2,Q4126,Gender_identity,neg,1de5e0a976f460275248d364977ad478672f6c6aa8fe1e2f010b2ed7a831d256,Q4126
bbq_v,03_36_2728_2_02,03_36_2728_2,Q4126,Gender_identity,neg,351785f647256ee8424a83d3f2e3f5315281470b3208c6b2134233e8c0660071,Q4126
bbq_v,03_36_2728_2_03,03_36_2728_2,Q4126,Gender_identity,neg,a48401d09de3051ddd9515507720d9c4aa747ff81b14c0ba856ba18f88689d08,Q4126
bbq_v,03_36_2730_1_01,03_36_2730_1,Q4126,Gender_identity,nonneg,1de5e0a976f460275248d364977ad478672f6c6aa8fe1e2f010b2ed7a831d256,Q4126
bbq_v,03_36_2730_1_02,03_36_2730_1,Q4126,Gender_identity,nonneg,351785f647256ee8424a83d3f2e3f5315281470b3208c6b2134233e8c0660071,Q4126
bbq_v,03_36_2730_1_03,03_36_2730_1,Q4126,Gender_identity,nonneg,a48401d09de3051ddd9515507720d9c4aa747ff81b14c0ba856ba18f88689d08,Q4126
bbq_v,03_36_2804_2_01,03_36_2804_2,Q2434,Gender_identity,neg,12ae0b519e9ba9fc3ef7f5ebcdbf4648878f55a89f3f2e57de47286c6149d0e3,Q2434
bbq_v,03_36_2804_2_02,03_36_2804_2,Q2434,Gender_identity,neg,fd320c2ff335f0044efba6154b25247ced31a7a01751132adfd18a49f011a008,Q2434
bbq_v,03_36_2804_2_03,03_36_2804_2,Q2434,Gender_identity,neg,21c134c3f68cc4b0a8d2232e86ef33120c779cbf944afe71a31189cf349496fe,Q2434
bbq_v,03_36_2806_1_01,03_36_2806_1,Q2434,Gender_identity,nonneg,12ae0b519e9ba9fc3ef7f5ebcdbf4648878f55a89f3f2e57de47286c6149d0e3,Q2434
bbq_v,03_36_2806_1_02,03_36_2806_1,Q2434,Gender_identity,nonneg,fd320c2ff335f0044efba6154b25247ced31a7a01751132adfd18a49f011a008,Q2434
bbq_v,03_36_2806_1_03,03_36_2806_1,Q2434,Gender_identity,nonneg,21c134c3f68cc4b0a8d2232e86ef33120c779cbf944afe71a31189cf349496fe,Q2434
bbq_v,03_37_2992_2_02,03_37_2992_2,Q5255,Gender_identity,neg,496ba89c256d5b6ea04327f865e10a0eb414644b52dcebf229c631744ecf3007,Q5255
bbq_v,03_37_2994_1_02,03_37_2994_1,Q5255,Gender_identity,nonneg,496ba89c256d5b6ea04327f865e10a0eb414644b52dcebf229c631744ecf3007,Q5255
bbq_v,03_38_3096_2_02,03_38_3096_2,Q5259,Gender_identity,neg,f063bce76abe1319de6824e48a47a41644a3219f53e861f00755b341278301f5,Q5259
bbq_v,03_38_3098_1_02,03_38_3098_1,Q5259,Gender_identity,nonneg,f063bce76abe1319de6824e48a47a41644a3219f53e861f00755b341278301f5,Q5259
bbq_v,03_38_3100_2_01,03_38_3100_2,Q2618,Gender_identity,neg,32fd07b44c3388492cc68600e80d9f9291f1aa16bd1a73cf5a335c6ac2b028fb,Q2618
bbq_v,03_38_3100_2_02,03_38_3100_2,Q2618,Gender_identity,neg,9b7ce5d371b3beb54ad9e376aa961cc5d4cb7029e83c3bde27a21885c73d380a,Q2618
bbq_v,03_38_3102_1_01,03_38_3102_1,Q2618,Gender_identity,nonneg,32fd07b44c3388492cc68600e80d9f9291f1aa16bd1a73cf5a335c6ac2b028fb,Q2618
bbq_v,03_38_3102_1_02,03_38_3102_1,Q2618,Gender_identity,nonneg,9b7ce5d371b3beb54ad9e376aa961cc5d4cb7029e83c3bde27a21885c73d380a,Q2618
bbq_v,03_40_3620_2_01,03_40_3620_2,Q2486,Gender_identity,neg,43a706265af1145278f10fbc9c2f716f6bec8000be3aa7bc51a4fc98faa3aa4d,Q2486
bbq_v,03_40_3620_2_02,03_40_3620_2,Q2486,Gender_identity,neg,fb99110aa9e272123f44924770d785feefd04ee6cc14c3a0d6e1cf857125dd73,Q2486
bbq_v,03_40_3620_2_03,03_40_3620_2,Q2486,Gender_identity,neg,1800f77d9da855e3fe246c55d4e1223f74af55e5e91d50ba3dbf7c3598f2fb41,Q2486
bbq_v,03_40_3622_1_01,03_40_3622_1,Q2486,Gender_identity,nonneg,43a706265af1145278f10fbc9c2f716f6bec8000be3aa7bc51a4fc98faa3aa4d,Q2486
bbq_v,03_40_3622_1_02,03_40_3622_1,Q2486,Gender_identity,nonneg,fb99110aa9e272123f44924770d785feefd04ee6cc14c3a0d6e1cf857125dd73,Q2486
bbq_v,03_40_3622_1_03,03_40_3622_1,Q2486,Gender_identity,nonneg,1800f77d9da855e3fe246c55d4e1223f74af55e5e91d50ba3dbf7c3598f2fb41,Q2486
bbq_v,03_41_3748_2_02,03_41_3748_2,Q5235,Gender_identity,neg,90001482b245ab72e532a0d64c42b3dfd0bf1efc35abe72f4425eab86c0669ad,Q5235
bbq_v,03_41_3748_2_03,03_41_3748_2,Q5235,Gender_identity,neg,309f6e3568fb6cf487ab448c6c587bfae0a02150cadf72e23d750fb72243d726,Q5235
bbq_v,03_41_3750_1_02,03_41_3750_1,Q5235,Gender_identity,nonneg,90001482b245ab72e532a0d64c42b3dfd0bf1efc35abe72f4425eab86c0669ad,Q5235
bbq_v,03_41_3750_1_03,03_41_3750_1,Q5235,Gender_identity,nonneg,309f6e3568fb6cf487ab448c6c587bfae0a02150cadf72e23d750fb72243d726,Q5235
bbq_v,03_41_3768_2_01,03_41_3768_2,Q4170,Gender_identity,neg,16c2b9b69a812c44934c41c2ad24e1eaf20d21e3297575e98763e67b2a7502d3,Q4170
bbq_v,03_41_3768_2_02,03_41_3768_2,Q4170,Gender_identity,neg,6efdfe6a162a0e58709a120060c5fe226ff3f5f9e0389f05ca7fe15379d80ac8,Q4170
bbq_v,03_41_3768_2_03,03_41_3768_2,Q4170,Gender_identity,neg,a5411f1650c1876d567246ec841e588152e4945fa547237758bf28706a17efab,Q4170
bbq_v,03_41_3770_1_01,03_41_3770_1,Q4170,Gender_identity,nonneg,16c2b9b69a812c44934c41c2ad24e1eaf20d21e3297575e98763e67b2a7502d3,Q4170
bbq_v,03_41_3770_1_02,03_41_3770_1,Q4170,Gender_identity,nonneg,6efdfe6a162a0e58709a120060c5fe226ff3f5f9e0389f05ca7fe15379d80ac8,Q4170
bbq_v,03_41_3770_1_03,03_41_3770_1,Q4170,Gender_identity,nonneg,a5411f1650c1876d567246ec841e588152e4945fa547237758bf28706a17efab,Q4170
bbq_v,03_43_4196_2_01,03_43_4196_2,Q670,Gender_identity,neg,f6a4804b5a48d215781e59cc802e6d789154a390f6dcfcb7a1bd786fdbdeff9a,Q670
bbq_v,03_43_4196_2_02,03_43_4196_2,Q670,Gender_identity,neg,bad5c52ddca1eb361894532fbe3a1f26609859da96b7bddc0e0cbe2685c08e80,Q670
bbq_v,03_43_4196_2_03,03_43_4196_2,Q670,Gender_identity,neg,79147003e7cb867d51cb0ee699441a537c58b4b1fc06bec5ef68533bc9e9467b,Q670
bbq_v,03_43_4198_1_01,03_43_4198_1,Q670,Gender_identity,nonneg,f6a4804b5a48d215781e59cc802e6d789154a390f6dcfcb7a1bd786fdbdeff9a,Q670
bbq_v,03_43_4198_1_02,03_43_4198_1,Q670,Gender_identity,nonneg,bad5c52ddca1eb361894532fbe3a1f26609859da96b7bddc0e0cbe2685c08e80,Q670
bbq_v,03_43_4198_1_03,03_43_4198_1,Q670,Gender_identity,nonneg,79147003e7cb867d51cb0ee699441a537c58b4b1fc06bec5ef68533bc9e9467b,Q670
bbq_v,03_43_4208_2_01,03_43_4208_2,Q693,Gender_identity,neg,c61e0f23e99ba13a9aa551bb8eca125cf41821fd1d141dd269acea6a29ac5715,Q693
bbq_v,03_43_4208_2_02,03_43_4208_2,Q693,Gender_identity,neg,2686e0fb0c07ed81bbf510778c427c6b1e25858027836ba73a5a898b5e33e378,Q693
bbq_v,03_43_4208_2_03,03_43_4208_2,Q693,Gender_identity,neg,ae009ab4c193d61c2b913cc48937dab02fc2de1daffbc2e865be8c5b61b2cf80,Q693
bbq_v,03_43_4210_1_01,03_43_4210_1,Q693,Gender_identity,nonneg,c61e0f23e99ba13a9aa551bb8eca125cf41821fd1d141dd269acea6a29ac5715,Q693
bbq_v,03_43_4210_1_02,03_43_4210_1,Q693,Gender_identity,nonneg,2686e0fb0c07ed81bbf510778c427c6b1e25858027836ba73a5a898b5e33e378,Q693
bbq_v,03_43_4210_1_03,03_43_4210_1,Q693,Gender_identity,nonneg,ae009ab4c193d61c2b913cc48937dab02fc2de1daffbc2e865be8c5b61b2cf80,Q693
bbq_v,03_43_4248_2_01,03_43_4248_2,Q682,Gender_identity,neg,a0364b0be1cdba9c54816fdfee0c58d4699c1492b73dde86bdc07c92c27ac5ea,Q682
bbq_v,03_43_4248_2_02,03_43_4248_2,Q682,Gender_identity,neg,8de4058e49d756358d9f52798bd059c2f7360b5100e98e0359d163e9c327b689,Q682
bbq_v,03_43_4248_2_03,03_43_4248_2,Q682,Gender_identity,neg,b9f7687f673f6101ae077a2638e21138fda6edfcb489ce9b581a450e8d62b073,Q682
bbq_v,03_43_4250_1_01,03_43_4250_1,Q682,Gender_identity,nonneg,a0364b0be1cdba9c54816fdfee0c58d4699c1492b73dde86bdc07c92c27ac5ea,Q682
bbq_v,03_43_4250_1_02,03_43_4250_1,Q682,Gender_identity,nonneg,8de4058e49d756358d9f52798bd059c2f7360b5100e98e0359d163e9c327b689,Q682
bbq_v,03_43_4250_1_03,03_43_4250_1,Q682,Gender_identity,nonneg,b9f7687f673f6101ae077a2638e21138fda6edfcb489ce9b581a450e8d62b073,Q682
bbq_v,03_44_4300_2_01,03_44_4300_2,Q5201,Gender_identity,neg,628bd66e30f64f568a89758e9285262f4617f6e52e9e1d8adbbb538567172d37,Q5201
bbq_v,03_44_4300_2_02,03_44_4300_2,Q5201,Gender_identity,neg,40e2aacdda94be659cacc2507b17f5e5248975aefd1d591b6785b400b17a6f7d,Q5201
bbq_v,03_44_4300_2_03,03_44_4300_2,Q5201,Gender_identity,neg,b82fb8b738deeb8f932cc5fcd60f039af719ae99adfec43adb1c79b56bb1e01d,Q5201
bbq_v,03_44_4302_1_01,03_44_4302_1,Q5201,Gender_identity,nonneg,628bd66e30f64f568a89758e9285262f4617f6e52e9e1d8adbbb538567172d37,Q5201
bbq_v,03_44_4302_1_02,03_44_4302_1,Q5201,Gender_identity,nonneg,40e2aacdda94be659cacc2507b17f5e5248975aefd1d591b6785b400b17a6f7d,Q5201
bbq_v,03_44_4302_1_03,03_44_4302_1,Q5201,Gender_identity,nonneg,b82fb8b738deeb8f932cc5fcd60f039af719ae99adfec43adb1c79b56bb1e01d,Q5201
bbq_v,03_44_4332_2_01,03_44_4332_2,Q4299,Gender_identity,neg,a99896a544806f045913deaae9544b2e41de71940b4b7ab9ec675f5f5b3e7414,Q4299
bbq_v,03_44_4332_2_02,03_44_4332_2,Q4299,Gender_identity,neg,a849f6482c208a6757f7f29cc2ec73d238e5e33d584cbab1877420e18a5cbd73,Q4299
bbq_v,03_44_4334_1_01,03_44_4334_1,Q4299,Gender_identity,nonneg,a99896a544806f045913deaae9544b2e41de71940b4b7ab9ec675f5f5b3e7414,Q4299
bbq_v,03_44_4334_1_02,03_44_4334_1,Q4299,Gender_identity,nonneg,a849f6482c208a6757f7f29cc2ec73d238e5e33d584cbab1877420e18a5cbd73,Q4299
bbq_v,03_44_4404_2_01,03_44_4404_2,Q7627,Gender_identity,neg,847a9f6d4116566c0ee1c27ef64210adb99d4cb78e498452b9678aee387b4c34,Q7627
bbq_v,03_44_4404_2_02,03_44_4404_2,Q7627,Gender_identity,neg,7dd7e750d07004bb3206795b19a8cf95450241642c938e0bbb586e371d2d30c2,Q7627
bbq_v,03_44_4404_2_03,03_44_4404_2,Q7627,Gender_identity,neg,9921431ed676f74203c8cc5d7519df655cb95697860cd77d24ce8a853698a626,Q7627
bbq_v,03_44_4406_1_01,03_44_4406_1,Q7627,Gender_identity,nonneg,847a9f6d4116566c0ee1c27ef64210adb99d4cb78e498452b9678aee387b4c34,Q7627
bbq_v,03_44_4406_1_02,03_44_4406_1,Q7627,Gender_identity,nonneg,7dd7e750d07004bb3206795b19a8cf95450241642c938e0bbb586e371d2d30c2,Q7627
bbq_v,03_44_4406_1_03,03_44_4406_1,Q7627,Gender_identity,nonneg,9921431ed676f74203c8cc5d7519df655cb95697860cd77d24ce8a853698a626,Q7627
bbq_v,03_44_4436_2_02,03_44_4436_2,Q7611,Gender_identity,neg,60f292426b3df821f5eade856f3dc34ea1897f710f51c27b0983114d4fe8e545,Q7611
bbq_v,03_44_4436_2_03,03_44_4436_2,Q7611,Gender_identity,neg,2a7d280dfb3ec35957e6fa25474bec571b99f31e9775c067876a5afe0bf0076e,Q7611
bbq_v,03_44_4438_1_02,03_44_4438_1,Q7611,Gender_identity,nonneg,60f292426b3df821f5eade856f3dc34ea1897f710f51c27b0983114d4fe8e545,Q7611
bbq_v,03_44_4438_1_03,03_44_4438_1,Q7611,Gender_identity,nonneg,2a7d280dfb3ec35957e6fa25474bec571b99f31e9775c067876a5afe0bf0076e,Q7611
bbq_v,03_46_4684_2_01,03_46_4684_2,Q6405,Gender_identity,neg,0541ee5a749cb2dd5edfc5b1b1e300e51791e9ead2f56cf85e2a72af47488d5d,Q6405
bbq_v,03_46_4684_2_02,03_46_4684_2,Q6405,Gender_identity,neg,305103e2a9fd67cf819dfd733154a2bf053c0d2f3a29e0b9b4d1e680140e139a,Q6405
bbq_v,03_46_4684_2_03,03_46_4684_2,Q6405,Gender_identity,neg,f7cd61534985d9a55bcf9e3eacf4543f965880daadf1635efe49036ebed58602,Q6405
bbq_v,03_46_4686_1_01,03_46_4686_1,Q6405,Gender_identity,nonneg,0541ee5a749cb2dd5edfc5b1b1e300e51791e9ead2f56cf85e2a72af47488d5d,Q6405
bbq_v,03_46_4686_1_02,03_46_4686_1,Q6405,Gender_identity,nonneg,305103e2a9fd67cf819dfd733154a2bf053c0d2f3a29e0b9b4d1e680140e139a,Q6405
bbq_v,03_46_4686_1_03,03_46_4686_1,Q6405,Gender_identity,nonneg,f7cd61534985d9a55bcf9e3eacf4543f965880daadf1635efe49036ebed58602,Q6405
bbq_v,03_46_4716_2_01,03_46_4716_2,Q6400,Gender_identity,neg,8f7ee1c1174e02437c8d61067ac56553259ace99628f5d6a38c79da5950aa0f3,Q6400
bbq_v,03_46_4718_1_01,03_46_4718_1,Q6400,Gender_identity,nonneg,8f7ee1c1174e02437c8d61067ac56553259ace99628f5d6a38c79da5950aa0f3,Q6400
bbq_v,03_49_5448_2_01,03_49_5448_2,Q4211,Gender_identity,neg,69b60933662ddb637dede83fa7d4bed196f5c0feb8cab8cf69bd62809abb7a9d,Q4211
bbq_v,03_49_5448_2_02,03_49_5448_2,Q4211,Gender_identity,neg,cb3edbc817d4c53b2f727618574b19376b611f26c1362e73f4f617770f11fe85,Q4211
bbq_v,03_49_5448_2_03,03_49_5448_2,Q4211,Gender_identity,neg,10bf8fa73d30f721c60cb65a04c34713593f70c7b99d7d55577b09aa932e7859,Q4211
bbq_v,03_49_5450_1_01,03_49_5450_1,Q4211,Gender_identity,nonneg,69b60933662ddb637dede83fa7d4bed196f5c0feb8cab8cf69bd62809abb7a9d,Q4211
bbq_v,03_49_5450_1_02,03_49_5450_1,Q4211,Gender_identity,nonneg,cb3edbc817d4c53b2f727618574b19376b611f26c1362e73f4f617770f11fe85,Q4211
bbq_v,03_49_5450_1_03,03_49_5450_1,Q4211,Gender_identity,nonneg,10bf8fa73d30f721c60cb65a04c34713593f70c7b99d7d55577b09aa932e7859,Q4211
bbq_v,04_01_0008_2_01,04_01_0008_2,Q3586,Nationality,neg,85a485a8c081e673f718ba0bdb26f03e6c2a6d57e74d33e3c3ecb5c13f4509d2,Q3586
